Date,Open,High,Low,Close,Adj Close,Volume
15-06-2021,3384,3396.98999,3363.110107,3383.129883,3383.129883,2426200
16-06-2021,3392,3426.350098,3360.530029,3415.25,3415.25,4202800
17-06-2021,3403.179932,3497.199951,3401,3489.23999,3489.23999,5136500
18-06-2021,3479.98999,3507,3473.709961,3486.899902,3486.899902,5247700
21-06-2021,3476.419922,3482,3434,3453.959961,3453.959961,3277100
22-06-2021,3458.060059,3523.780029,3456.090088,3505.439941,3505.439941,3345100
23-06-2021,3505,3521,3483.199951,3503.820068,3503.820068,2813300
24-06-2021,3507.639893,3524.860107,3430.850098,3449.080078,3449.080078,3832000
25-06-2021,3464,3464.820068,3394.179932,3401.459961,3401.459961,3941000
28-06-2021,3416,3448,3413.51001,3443.889893,3443.889893,2242800
29-06-2021,3438.820068,3456.030029,3423.030029,3448.139893,3448.139893,2098400
30-06-2021,3441.060059,3471.600098,3435,3440.159912,3440.159912,2404000
01-07-2021,3434.610107,3457,3409.419922,3432.969971,3432.969971,2037100
02-07-2021,3451.639893,3511.719971,3436.919922,3510.97998,3510.97998,3169400
06-07-2021,3530.110107,3685.47998,3529,3675.73999,3675.73999,6744800
07-07-2021,3717.379883,3734.199951,3678.909912,3696.580078,3696.580078,5328100
08-07-2021,3643.560059,3759.98999,3621.120117,3731.409912,3731.409912,5180600
09-07-2021,3722.52002,3748,3693.399902,3719.340088,3719.340088,3748200
12-07-2021,3744,3757.290039,3696.790039,3718.550049,3718.550049,2571600
13-07-2021,3702.100098,3773.080078,3671.320068,3677.360107,3677.360107,3845900
14-07-2021,3708.850098,3717.659912,3660.830078,3681.679932,3681.679932,3296600
15-07-2021,3694.199951,3695.399902,3620.919922,3631.199951,3631.199951,3185300
16-07-2021,3633.310059,3646.060059,3570.459961,3573.629883,3573.629883,4043700
19-07-2021,3532.580078,3550.209961,3499.159912,3549.590088,3549.590088,3784600
20-07-2021,3567.320068,3592,3518,3573.189941,3573.189941,3255700
21-07-2021,3576.379883,3586.449951,3543.639893,3585.199951,3585.199951,2319000
22-07-2021,3587.22998,3640.02002,3582.27002,3638.030029,3638.030029,3265400
23-07-2021,3640,3666.110107,3622.040039,3656.639893,3656.639893,2436300
26-07-2021,3673.169922,3712.080078,3647.25,3699.820068,3699.820068,2900100
27-07-2021,3698.5,3698.5,3586.149902,3626.389893,3626.389893,4131900
28-07-2021,3633.780029,3658.419922,3601,3630.320068,3630.320068,2999400
29-07-2021,3627.75,3637.949951,3580.01001,3599.919922,3599.919922,5520000
30-07-2021,3347.949951,3368.139893,3306.97998,3327.590088,3327.590088,9957100
02-08-2021,3353.100098,3358.919922,3317,3331.47998,3331.47998,3353900
03-08-2021,3340.719971,3391,3299.77002,3366.23999,3366.23999,4157300
04-08-2021,3379.350098,3388.879883,3345.560059,3354.719971,3354.719971,2183900
05-08-2021,3356.219971,3389,3340.919922,3375.98999,3375.98999,2433500
06-08-2021,3375,3375,3329.040039,3344.939941,3344.939941,2635300
09-08-2021,3343.610107,3354.879883,3328.52002,3341.870117,3341.870117,2148200
10-08-2021,3345.01001,3358,3315,3320.679932,3320.679932,2412600
11-08-2021,3331.449951,3337.699951,3277.790039,3292.110107,3292.110107,2947200
12-08-2021,3290,3314.51001,3269.669922,3303.5,3303.5,2314100
13-08-2021,3305.669922,3306.070068,3283,3293.969971,3293.969971,2052800
16-08-2021,3283,3300,3211.129883,3298.98999,3298.98999,3319700
17-08-2021,3277.5,3280.48999,3225.679932,3241.959961,3241.959961,3387900
18-08-2021,3241.98999,3254.100098,3200,3201.219971,3201.219971,2804300
19-08-2021,3194.02002,3233,3182.459961,3187.75,3187.75,3782900
20-08-2021,3203.870117,3207.810059,3175.76001,3199.949951,3199.949951,3341200
23-08-2021,3211.899902,3280.899902,3210.01001,3265.870117,3265.870117,3268100
24-08-2021,3280,3315.48999,3274.580078,3305.780029,3305.780029,2551800
25-08-2021,3309.870117,3321,3286.149902,3299.179932,3299.179932,1680300
26-08-2021,3299,3332,3296,3316,3316,2098800
27-08-2021,3333.22998,3352.320068,3313.75,3349.629883,3349.629883,2391300
30-08-2021,3357.429932,3445,3355.219971,3421.570068,3421.570068,3192200
31-08-2021,3424.800049,3472.580078,3395.590088,3470.790039,3470.790039,4356400
01-09-2021,3496.399902,3527,3475.23999,3479,3479,3629900
02-09-2021,3494.76001,3511.959961,3455,3463.120117,3463.120117,2923700
03-09-2021,3452,3482.669922,3436.439941,3478.050049,3478.050049,2575700
07-09-2021,3478,3528.090088,3476.939941,3509.290039,3509.290039,2737900
08-09-2021,3511.649902,3545.629883,3495.669922,3525.5,3525.5,3053400
09-09-2021,3526.02002,3549.98999,3480.370117,3484.159912,3484.159912,2719200
10-09-2021,3501.830078,3508.449951,3462.909912,3469.149902,3469.149902,2393300
13-09-2021,3482.800049,3497.959961,3438,3457.169922,3457.169922,2569000
14-09-2021,3475.550049,3486.810059,3437.709961,3450,3450,1936900
15-09-2021,3442.52002,3485.419922,3402.01001,3475.790039,3475.790039,2957500
16-09-2021,3459.959961,3492.550049,3446.139893,3488.23999,3488.23999,2583600
17-09-2021,3488.409912,3497.409912,3452.129883,3462.52002,3462.52002,4616600
20-09-2021,3396,3419,3305.01001,3355.72998,3355.72998,4669100
21-09-2021,3375,3379.699951,3332.389893,3343.629883,3343.629883,2780900
22-09-2021,3351,3389,3341.050049,3380.050049,3380.050049,2411400
23-09-2021,3380.050049,3428.959961,3380.050049,3416,3416,2379400
24-09-2021,3402.01001,3429.26001,3393.399902,3425.52002,3425.52002,2116200
27-09-2021,3371.5,3415.570068,3339.610107,3405.800049,3405.800049,3634500
28-09-2021,3357.709961,3369.189941,3290.100098,3315.959961,3315.959961,4430800
29-09-2021,3322.110107,3351.300049,3297.870117,3301.120117,3301.120117,2562300
30-09-2021,3316,3327.850098,3273.98999,3285.040039,3285.040039,2842400
01-10-2021,3289.01001,3309.169922,3255.939941,3283.26001,3283.26001,2835600
04-10-2021,3279.389893,3279.98999,3176.25,3189.780029,3189.780029,4523100
05-10-2021,3204.5,3260.72998,3202.459961,3221,3221,3269200
06-10-2021,3213.530029,3264.340088,3198.620117,3262.01001,3262.01001,2533000
07-10-2021,3291.540039,3325.75,3283.060059,3302.429932,3302.429932,2409100
08-10-2021,3317,3321.429932,3288.199951,3288.620117,3288.620117,1995500
11-10-2021,3275,3292.590088,3238.100098,3246.300049,3246.300049,2034200
12-10-2021,3257,3267.530029,3236.280029,3247.330078,3247.330078,1819600
13-10-2021,3269.709961,3288.379883,3261.090088,3284.280029,3284.280029,2420100
14-10-2021,3302.449951,3312.600098,3290.780029,3299.860107,3299.860107,2109500
15-10-2021,3311.419922,3410.419922,3304,3409.02002,3409.02002,5175100
18-10-2021,3388.360107,3449.169922,3385.100098,3446.73999,3446.73999,3174100
19-10-2021,3434.290039,3454.689941,3422,3444.149902,3444.149902,2386100
20-10-2021,3452.659912,3462.860107,3400.370117,3415.060059,3415.060059,2139800
21-10-2021,3414.25,3440.280029,3403,3435.01001,3435.01001,1881400
22-10-2021,3421,3429.840088,3331.300049,3335.550049,3335.550049,3133800
25-10-2021,3335,3347.800049,3297.699951,3320.370117,3320.370117,2226000
26-10-2021,3349.51001,3416.120117,3343.97998,3376.070068,3376.070068,2698300
27-10-2021,3388,3437,3371.449951,3392.48999,3392.48999,2702200
28-10-2021,3402.100098,3479,3386,3446.570068,3446.570068,5708700
29-10-2021,3300.02002,3374.820068,3273.320068,3372.429932,3372.429932,6469500
